date,equity
2018-08-03,248608793.60
2018-08-03,248608793.60
2018-08-03,248608793.60
2018-08-03,248608793.60
2018-08-03,248608793.60
2018-08-10,247372459.58
2018-08-10,247372459.58
2018-08-31,247481497.44
2018-08-31,247676436.78
2018-08-31,247676436.78
2018-08-31,247676436.78
2018-09-07,247037771.50
2018-09-07,247037771.50
2018-09-28,249364217.80
2018-09-28,249364217.80
2018-09-30,248337006.16
2018-09-30,250173203.47
2018-09-30,249626653.14
2018-09-30,249601256.42
2018-09-30,249073811.85
2018-09-30,248987989.01
2018-10-05,249638003.23
2018-10-05,250076580.23
2018-10-05,250076580.23
2018-10-05,250076580.23
2018-10-05,250076580.23
2018-10-05,250076580.23
2018-10-05,250076580.23
2018-10-05,250076580.23
2018-10-05,250076580.23
2018-10-05,250076580.23
2018-10-12,250448521.39
2018-10-12,249987132.41
2018-10-12,248048837.75
2018-10-12,247509664.99
2018-10-12,247509664.99
2018-10-12,247509664.99
2018-10-12,247509664.99
2018-10-12,247509664.99
2018-10-19,246839588.22
2018-10-19,246416421.56
2018-10-19,246416421.56
2018-10-19,246416421.56
2018-10-26,242568407.48
2018-10-26,241268361.55
2018-10-26,241723197.05
2018-10-26,241107047.56
2018-10-26,239387274.52
2018-10-26,239387274.52
2018-10-26,239387274.52
2018-10-26,239387274.52
2018-10-26,239387274.52
2018-10-26,239387274.52
2018-10-31,256799976.40
2018-10-31,265443125.48
2018-10-31,265698064.64
2018-10-31,263178305.54
2018-10-31,260483727.32
2018-10-31,257414008.17
2018-10-31,257045248.92
2018-10-31,255281599.40
2018-10-31,254166796.63
2018-10-31,252435077.83
2018-10-31,250382000.17
2018-10-31,250132727.92
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-02,248796875.27
2018-11-16,248684361.15
2018-11-16,248684361.15
2018-11-30,248459255.52
2018-11-30,247551583.80
2018-11-30,245934830.19
2018-11-30,245687617.00
2018-11-30,244502597.96
2018-11-30,241491259.68
2018-11-30,241491259.68
2018-11-30,241491259.68
2018-11-30,241491259.68
2018-11-30,241491259.68
2018-11-30,241491259.68
2018-11-30,241491259.68
2018-12-21,239011084.91
2018-12-21,239484025.93
2018-12-21,239484025.93
2018-12-21,239484025.93
2018-12-28,238847494.25
2018-12-28,238224990.67
2018-12-28,236711885.71
2018-12-28,236711885.71
2018-12-28,236711885.71
2018-12-28,236711885.71
2018-12-31,235397144.99
2018-12-31,235045995.60
2018-12-31,233630819.40
2019-01-04,232819811.19
2019-01-04,232819811.19
2019-01-04,232819811.19
2019-01-04,232819811.19
2019-01-04,232819811.19
2019-01-18,235989092.81
2019-01-18,235989092.81
2019-01-31,235289421.17
